food,Caloric Value,Fat,Carbohydrates,Protein,Sugars,Dietary Fiber,Sodium,Cholesterol,Nutrition Density
endive,9,0.1,1.7,0.6,0.1,1.6,0.08,0.0,33.7
wakame,36,0.5,7.3,2.4,0.5,0.4,0.7,0.0,134.7
tahitian taro raw,55,1.2,8.6,3.5,0.0,0.0,0.003,0.0,296.2
broccoli raw,31,0.3,6.0,2.6,1.5,2.4,0.049,0.0,11.548
sweet green peppers raw,30,0.3,6.9,1.3,3.6,2.5,0.023,0.0,146.2
chinese cabbage pak choi cooked,20,0.3,3.0,2.7,1.4,1.7,0.5,0.0,211.8
agar,1,0.058,0.3,0.053,0.005,0.027,0.049,0.0,0.587
watercress,4,0.006,0.4,0.8,0.099,0.2,0.038,0.0,1.59
beet greens cooked,39,0.3,7.9,3.7,0.9,4.2,0.3,0.0,218.9
winter squash cooked,76,0.7,18.1,1.8,6.8,5.7,0.068,0.0,76.0
new zealand spinach raw,8,0.1,1.4,0.8,0.2,0.8,0.017,0.0,52.8
okra,4,0.082,0.9,0.2,0.2,0.4,0.098,0.0,14.081
yautia tannier,132,0.5,31.9,2.0,0.0,2.0,0.031,0.0,56.9
mustard spinach cooked,29,0.4,5.0,3.1,0.0,3.6,0.5,0.0,414.9
rhubarb cooked,278,0.1,74.9,0.9,68.9,4.8,0.007,0.0,80.893
beets raw,58,0.2,13.0,2.2,9.2,3.8,0.1,0.0,19.395
drumstick pods raw,37,0.2,8.5,2.1,0.0,3.2,0.077,0.0,185.4
baby zucchini,2,0.089,0.3,0.3,0.0,0.1,0.041,0.0,6.89
onion raw,16,0.048,3.7,0.4,1.7,0.7,0.065,0.0,4.955
romanesco cooked,39,0.4,7.7,3.7,0.0,4.0,0.3,0.0,144.3
butternut squash raw,90,0.2,23.4,2.0,4.4,4.0,0.067,0.0,30.078
amaranth leaves,6,0.075,1.1,0.7,0.0,0.0,0.071,0.0,74.73
turnip greens raw,18,0.2,3.9,0.8,0.4,1.8,0.012,0.0,144.8
spaghetti squash raw,31,0.6,7.0,0.6,2.8,1.5,0.081,0.0,35.3
seaweed dry,52,0.3,9.2,3.1,0.0,7.3,0.9,6.6,98.8
yam cooked,158,0.2,37.4,2.0,0.7,5.3,0.017,0.0,45.477
corn dried,119,3.0,18.8,4.1,6.0,5.8,0.029,0.0,39.5
cucumber,23,0.2,5.4,1.0,2.5,0.8,0.061,0.0,36.0
arrowroot,78,0.2,16.1,5.1,0.0,1.6,0.052,0.0,35.2
cardoon raw,30,0.2,7.2,1.2,0.0,2.8,0.3,0.0,12.0
bamboo shoots cooked,14,0.3,2.3,1.8,0.0,1.2,0.04,0.0,5.76
summer squash raw,42,0.5,8.7,3.1,5.7,2.9,0.051,0.0,15.958
sweet potato raw,112,0.002,26.2,2.0,5.4,3.9,0.079,0.0,32.696
green tomato,42,0.4,9.3,2.2,7.3,2.0,0.055,0.0,81.1
beet greens raw,8,0.078,1.6,0.8,0.2,1.4,0.013,0.0,60.771
savoy cabbage cooked,41,0.2,9.2,3.1,0.0,4.8,0.05,0.0,17.612
witloof chicory,9,0.031,2.1,0.5,0.0,1.6,0.022,0.0,15.994
turnips cooked,34,0.1,7.9,1.1,4.7,3.1,0.017,0.0,12.408
dried tomatoes,5,0.053,1.1,0.3,0.8,0.2,0.069,0.0,4.838
radicchio,15,0.2,2.9,0.9,0.4,0.6,0.033,0.0,22.6
mixed vegetables cooked,118,0.3,23.8,5.2,5.7,8.0,0.089,0.0,37.698
yellow tomato,32,0.6,6.3,2.1,0.0,1.5,0.088,0.0,10.8
cardoon cooked,26,0.1,6.4,0.9,0.0,2.0,0.2,0.0,98.7
spinach raw,7,0.1,1.1,0.9,0.1,0.7,0.036,0.0,41.7
kale raw,7,0.3,0.9,0.6,0.2,0.9,0.045,0.0,75.973
drumstick pods cooked,42,0.2,9.7,2.5,0.0,5.0,0.3,0.0,156.0
kohlrabi raw,72,0.3,16.4,4.5,6.9,9.5,0.063,0.0,31.457
lentil sprouts,82,0.4,17.0,6.9,0.0,0.0,0.044,0.0,58.8
carrots raw,25,0.1,5.8,0.6,2.9,1.7,0.024,0.0,8.43
red chili peppers,18,0.2,4.0,0.8,2.4,0.7,0.03,0.0,77.2
fennel,73,0.5,17.1,2.9,0.0,7.3,0.1,0.0,28.2
sweet corn white,63,0.9,13.9,2.4,2.4,2.0,0.016,0.0,19.356
celeriac raw,66,0.5,14.4,2.3,2.5,2.8,0.2,0.0,20.499
hubbard squash raw,46,0.6,10.1,2.3,4.6,4.5,0.094,0.0,17.795
brussels sprouts cooked,8,0.1,1.5,0.5,0.4,0.5,0.051,0.0,23.5
carrots cooked,16,0.092,3.8,0.3,1.6,1.4,0.025,0.0,21.214
lambs quarters raw,0,0.067,0.069,0.08,0.0,0.046,0.033,0.0,3.658
lotus root cooked,6,0.056,1.4,0.1,0.0,0.3,0.0,0.0,6.591
split peas raw,672,2.3,118.9,48.4,15.8,50.2,0.075,0.0,340.4
scots kale cooked,36,0.5,7.3,2.5,0.0,0.0,0.4,0.0,253.0
corn cooked,99,1.5,21.6,3.5,4.7,2.5,0.039,0.0,29.288
radish raw,1,0.026,0.2,0.042,0.066,0.002,0.033,0.0,0.556
stinging nettles,37,0.007,6.7,2.4,0.2,6.1,0.09,0.0,444.816
baby carrots,5,0.053,1.2,0.031,0.7,0.4,0.097,0.0,6.999
sweet yellow peppers,50,0.4,11.8,1.9,0.0,1.7,0.017,0.0,378.5
taro leaves raw,12,0.2,1.9,1.4,0.8,1.0,0.083,0.0,49.7
corn raw,123,1.9,26.7,4.7,9.0,2.9,0.083,0.0,36.328
roselle,28,0.4,6.4,0.5,0.0,0.0,0.079,0.0,137.5
drumstick leaves raw,13,0.3,1.7,2.0,0.0,0.4,0.071,0.0,55.0
scallop squash raw,23,0.3,5.0,1.6,3.1,1.6,0.075,0.0,57.1
chicory roots,65,0.2,15.8,1.3,7.9,1.4,0.055,0.0,18.997
brussels sprouts raw,8,0.077,1.7,0.6,0.4,0.7,0.049,0.0,27.553
kale cooked,42,1.4,6.3,3.5,1.4,4.7,0.018,0.0,16.697
pupusas con frijoles,289,11.4,39.7,7.0,1.6,7.3,0.4,0.0,131.5
mustard cabbage,36,0.1,7.2,1.4,1.8,4.0,0.9,0.0,13.276
gourd raw,19,0.2,4.1,1.1,1.9,1.0,0.03,0.0,6.584
butternut squash cooked,80,0.2,21.0,1.8,3.9,6.4,0.002,0.0,142.8
burdock root cooked,146,0.2,35.1,3.5,5.9,3.0,0.4,0.0,128.7
cassava,330,0.6,78.4,2.8,3.5,3.7,0.099,0.0,85.964
peas carrots cooked,77,0.7,16.2,4.9,7.0,5.0,0.5,0.0,78.1
romaine lettuce,8,0.1,1.5,0.6,0.6,1.0,0.083,0.0,21.1
yam raw,177,0.3,41.8,2.3,0.8,6.2,0.017,0.0,51.39
chowchow pickles,296,2.2,65.3,3.7,58.5,3.7,1.3,0.0,149.4
prairie turnips raw,20,0.029,4.5,0.3,0.1,1.0,0.059,0.0,23.255
savoy cabbage raw,19,0.017,4.3,1.4,1.6,2.2,0.007,0.0,8.199
celery raw,6,0.045,1.2,0.3,0.5,0.6,0.019,0.0,2.212
celeriac cooked,42,0.3,9.1,1.5,0.0,0.0,0.084,0.0,57.5
mustard spinach raw,33,0.5,5.9,3.3,0.0,4.2,0.025,0.0,526.2
zucchini raw,44,0.8,8.1,3.1,6.5,2.6,0.023,0.0,15.151
okra cooked,35,0.3,7.2,3.0,3.8,4.0,0.4,0.0,164.2
white icicle radish,14,0.1,2.6,1.1,0.0,1.4,0.049,0.0,62.0
orange tomato,18,0.2,3.5,1.3,0.0,1.0,0.001,0.0,6.093
pumpkin leaves raw,7,0.2,0.9,1.2,0.0,0.0,0.057,0.0,22.7
spaghetti squash cooked,42,0.4,10.0,1.0,3.9,2.2,0.4,0.0,52.1
white corn cooked,100,1.5,22.4,3.4,8.0,2.8,0.082,0.0,30.302
artichoke cooked,64,0.4,14.3,3.5,1.2,10.3,0.087,0.0,28.845
avocado,432,39.6,23.0,5.4,1.8,18.1,0.045,0.0,87.302
string beans wellsley farms,8,0.0,1.7,0.3,0.3,0.087,0.0,1.0,2.09
lambs quarters cooked,58,1.3,9.0,5.8,1.1,3.8,0.5,0.0,552.2
peas cooked,134,0.4,25.0,8.6,9.5,8.8,0.074,0.0,43.499
beets cooked,22,0.085,5.0,0.8,4.0,1.0,0.035,0.0,7.012
shallots dried,3,0.013,0.7,0.1,0.3,0.1,0.059,0.0,1.07
green lettuce,23,0.2,4.3,2.0,1.2,2.0,0.05,0.0,8.829
kohlrabi cooked,48,0.2,11.0,3.0,4.6,1.8,0.035,0.0,16.506
kanpyo dried,139,0.3,35.1,4.6,0.0,5.3,0.056,0.0,45.8
prairie turnips boiled,18,0.086,4.2,0.2,0.7,1.0,0.012,0.0,20.299
broccoli raab cooked,21,0.4,2.7,3.3,0.5,2.4,0.077,0.0,9.289
summer squash cooked,49,1.0,9.9,2.7,6.4,2.9,0.036,0.0,17.09
taro cooked,187,0.1,45.7,0.7,0.6,6.7,0.055,0.0,53.993
spring onion scallions,6,0.077,1.5,0.4,0.5,0.5,0.048,0.0,2.554
hubbard squash cooked,57,0.7,12.3,2.8,5.6,5.5,0.5,0.0,21.554
jalapeno pepper,4,0.002,0.9,0.1,0.6,0.4,0.028,0.0,1.593
new zealand spinach cooked,22,0.3,3.8,2.3,0.5,2.5,0.6,0.0,125.3
sesbania flower raw,1,0.095,0.2,0.012,0.0,0.0,0.007,0.0,3.181
spirulina dried,20,0.5,1.7,4.0,0.2,0.3,0.031,0.0,17.6
chinese cabbage pe tsai cooked,17,0.2,2.9,1.8,0.0,2.0,0.3,0.0,64.2
zucchini cooked,27,0.6,4.8,2.1,3.1,1.8,0.077,0.0,65.6
green olives pickled,4,0.4,0.1,0.073,0.051,0.057,0.1,0.0,0.801
lotus root raw,85,0.1,19.8,3.0,0.0,5.6,0.06,0.0,132.2
grape leaves,13,0.3,2.4,0.8,0.9,1.5,0.005,0.0,57.8
dill pickled cucumber,17,0.2,3.7,0.9,1.9,1.6,1.3,0.0,68.1
skunk cabbage,11,0.1,1.8,1.5,0.0,1.2,0.016,0.0,79.4
banana pepper,9,0.1,1.8,0.5,0.6,1.1,0.039,0.0,35.6
oriental radish raw,61,0.3,13.9,2.0,8.5,5.4,0.014,0.0,188.7
purslane cooked,21,0.2,4.1,1.7,0.0,0.0,0.3,0.0,108.7
rhubarb raw,11,0.1,2.3,0.5,0.6,0.9,0.058,0.0,4.017
swamp cabbage,20,0.2,3.6,2.0,0.0,1.9,0.4,0.0,77.6
mung bean sprouts raw,6,0.044,1.2,0.6,0.8,0.4,0.08,0.0,2.418
onion cooked,7,0.034,1.5,0.2,0.7,0.2,0.04,0.0,2.171
swiss chard raw,7,0.042,1.3,0.6,0.4,0.6,0.089,0.0,32.314
peas raw,117,0.6,21.0,7.9,8.2,7.4,0.017,0.0,133.3
cabbage cooked,35,0.019,8.3,1.9,4.2,2.9,0.011,0.0,13.566
taro leaves cooked,35,0.6,5.6,3.9,0.0,2.9,0.3,0.0,190.9
leeks cooked,38,0.2,9.4,1.0,2.6,1.2,0.067,0.0,55.6
split peas cooked,227,0.8,40.2,16.3,5.7,16.3,0.5,0.0,104.3
sweet corn yellow,58,0.4,14.2,4.1,2.6,1.5,0.05,0.0,20.347
asparagus raw,2,0.037,0.5,0.3,0.2,0.3,0.047,0.0,1.326
collard cooked,63,1.4,10.7,5.1,0.0,7.6,0.013,0.0,329.4
swiss chard cooked,35,0.1,7.2,3.3,1.9,3.7,0.7,0.0,151.3
nopales cooked,22,0.003,4.9,2.0,1.7,3.0,0.087,0.0,262.963
tahitian taro cooked,60,0.9,9.4,5.7,0.0,0.0,0.4,0.0,274.3
chinese cabbage pak choi raw,9,0.1,1.5,1.1,0.8,0.7,0.087,0.0,109.0
green chili pepper,18,0.097,4.3,0.9,2.3,0.7,0.023,0.0,6.188
mountain yam raw,91,0.1,22.2,1.8,0.4,3.4,0.021,0.0,67.0
parsnips cooked,114,0.5,27.2,2.1,7.7,6.4,0.021,0.0,36.576
tomato stewed,97,3.3,16.1,2.4,0.0,2.1,0.6,0.0,24.1
sweet green peppers cooked,19,0.1,4.5,0.7,2.3,0.9,0.2,0.0,67.4
white corn raw,143,2.0,31.6,5.3,5.3,4.5,0.088,0.0,43.973
rutabaga raw,286,1.2,66.5,8.3,34.4,17.8,0.061,0.0,622.2
jalapeno peppers canned,37,1.3,6.4,1.3,2.9,3.5,2.3,0.0,60.0
pumpkin canned,83,0.7,19.8,2.7,8.1,7.1,0.6,0.0,107.7
peas onions canned,61,0.5,10.3,3.9,0.0,2.8,0.5,0.0,42.5
sweet mashed potato canned,258,0.5,59.1,5.0,13.9,4.3,0.2,0.0,162.1
hominy canned,119,1.5,23.5,2.4,3.0,4.1,0.6,0.0,49.0
tomato puree canned,95,0.5,22.5,4.1,12.1,4.8,0.002,0.0,32.936
dried tomatoes canned in oil,6,0.4,0.7,0.2,0.0,0.2,0.056,0.0,6.037
mixed vegetables canned,88,0.6,17.5,3.5,0.0,9.3,0.5,0.0,31.4
straw mushrooms canned,2,0.09,0.3,0.2,0.0,0.1,0.049,0.0,0.771
capers canned,2,0.089,0.4,0.2,0.011,0.3,0.2,0.0,4.856
red peppers canned,15,0.058,3.7,0.7,2.4,0.9,0.9,0.0,60.443
carrots canned,104,0.6,24.4,2.6,11.2,8.2,0.2,0.0,36.875
tomatoes in tomato juice canned,41,0.3,9.6,1.9,5.7,2.4,0.3,0.0,113.2
asparagus canned,62,0.7,10.2,7.4,4.1,4.1,0.1,0.0,154.4
sweet red peppers canned,25,0.4,5.5,1.1,0.0,1.7,1.9,0.0,132.3
onions canned,12,0.084,2.5,0.5,1.4,0.8,0.2,0.0,34.925
turnip greens canned,27,0.4,4.0,2.0,0.6,1.9,0.082,0.0,202.7
hearts of palm,9,0.2,1.5,0.8,0.0,0.8,0.1,0.0,26.0
spinach canned,44,0.9,6.8,4.9,0.0,3.7,0.7,0.0,245.8
sweet potato canned,568,1.3,133.5,6.3,98.3,16.0,0.3,0.0,324.9
corn canned,49,0.6,11.1,1.6,3.3,1.4,0.2,0.0,14.834
peas carrots canned,97,0.7,21.6,5.5,7.2,8.4,0.7,0.0,36.729
crookneck squash canned,27,0.1,6.2,1.3,2.5,2.9,0.006,0.0,42.9
tomatoes canned,77,0.7,17.6,4.0,10.6,4.6,0.3,0.0,134.6
pimento canned,44,0.6,9.8,2.1,5.2,3.6,0.006,0.0,193.8
sweet green peppers canned,25,0.4,5.5,1.1,0.0,1.7,1.9,0.0,132.3
peas canned,57,0.8,9.5,3.5,0.0,0.0,0.2,0.0,13.89
chili peppers canned,29,0.4,6.4,1.0,0.0,2.4,0.6,0.0,109.5
green peppers canned,15,0.074,3.7,0.7,2.3,0.9,0.9,0.0,60.468
grape leaves canned,20,0.6,3.3,1.2,0.0,2.8,0.8,0.0,93.7
sauerkraut canned,27,0.2,6.1,1.3,2.5,4.1,0.9,0.0,12.078
beets canned,69,0.2,16.2,2.0,13.2,3.0,0.02,0.0,61.8
stewed tomatoes canned,66,0.5,15.8,2.3,9.0,2.6,0.6,0.0,21.684
tomato paste canned,215,1.2,49.5,11.3,31.9,10.7,2.1,0.0,232.2
bacon ranch salad mcdonalds,389,20.1,19.4,28.1,4.9,3.2,0.9,70.2,250.3
caesar salad with grilled chicken mcdonalds,201,5.6,11.3,29.1,4.8,3.3,0.6,71.0,271.9
caesar salad mcdonalds,94,4.4,9.1,6.8,4.4,3.4,0.2,10.7,238.2
vegetable salad,22,0.054,4.4,1.7,0.0,0.0,0.025,0.0,56.916
vegetable salad with chicken,70,1.5,2.5,11.6,0.0,0.0,0.1,47.9,52.69
potato salad,358,20.5,27.9,6.7,0.0,3.3,1.3,170.0,132.547
taco salad taco bell,906,48.9,80.5,35.7,0.0,16.0,1.9,101.3,696.9
iceberg lettuce,8,0.045,1.7,0.5,1.1,0.7,0.022,0.0,3.064
cornsalad,12,0.2,2.0,1.1,0.0,0.0,0.067,0.0,3.593
potato salad with egg,393,23.5,40.5,4.9,12.4,3.3,0.8,42.5,113.038
side salad mcdonalds,17,0.2,3.7,0.9,1.9,1.4,0.037,0.0,41.4
caesar salad with crispy chicken mcdonalds,349,16.4,19.2,25.7,4.5,3.4,0.7,55.6,285.9
grape apple salad with walnuts,191,8.2,25.6,3.5,20.3,3.6,0.087,1.6,119.357
vegetable salad with cheese egg,68,3.9,3.2,5.8,0.0,0.0,0.044,65.1,86.317
celtuce,1,0.088,0.3,0.071,0.0,0.1,0.094,0.0,5.255
arugula,5,0.1,0.7,0.5,0.4,0.3,0.018,0.0,36.9
vegetable salad with shrimp,71,1.7,4.4,9.7,0.0,0.0,0.3,119.5,61.8
coleslaw,292,18.9,28.4,1.8,23.3,3.6,0.4,7.6,53.118
shiitake mushrooms cooked,10,0.007,2.6,0.3,0.7,0.4,0.048,0.0,3.573
shiitake mushrooms raw,6,0.039,1.3,0.4,0.5,0.5,0.096,0.0,2.788
crimini mushrooms,1,0.018,0.3,0.2,0.1,0.064,0.086,0.0,0.681
mushrooms raw,15,0.2,2.3,2.2,1.4,0.7,0.053,0.0,9.4
portabella mushrooms grilled,35,0.7,5.4,4.0,2.7,2.7,0.047,0.0,13.4
maitake mushrooms,0,0.017,0.072,0.016,0.043,0.041,0.059,0.0,0.374
shiitake mushrooms dried,11,0.061,2.7,0.3,0.046,0.4,0.086,0.0,4.01
chanterelle mushrooms,2,0.063,0.4,0.033,0.076,0.2,0.028,0.0,0.757
cloud ear fungus dried,80,0.2,20.4,2.6,0.0,19.6,0.036,0.0,88.9
mushrooms cooked,44,0.7,8.3,3.4,3.7,3.4,0.011,0.0,16.7
pepeao dried,72,0.1,19.4,1.2,0.0,0.0,0.072,0.0,22.1
truffles,61,4.1,5.4,0.7,4.6,0.3,0.034,6.4,29.59
jews ear,25,0.095,6.7,0.5,0.0,0.0,0.027,0.0,24.249
enoki mushrooms,1,0.099,0.2,0.062,0.034,0.089,0.084,0.0,0.433
morel mushrooms,4,0.07,0.7,0.4,0.096,0.4,0.08,0.0,1.727
portabella mushrooms raw,19,0.3,3.3,1.8,2.2,1.1,0.014,0.0,9.4
oyster mushroom,5,0.035,0.9,0.5,0.2,0.3,0.098,0.0,1.804
chocolate pudding fat free,105,0.3,23.6,2.2,17.8,0.3,0.1,1.1,72.4
tapioca pudding,143,4.3,23.9,2.1,16.4,0.0,0.2,1.1,108.8
tapioca pudding fat free,105,0.4,23.9,1.6,15.9,0.0,0.2,1.1,84.5
rice pudding,122,2.4,20.8,3.6,13.1,0.3,0.1,13.6,27.329
corn pudding,328,12.6,42.4,11.1,16.5,3.0,0.7,180.0,69.795
chocolate pudding,213,6.9,34.5,3.1,25.8,0.0,0.2,1.5,123.424
lemon pudding,173,4.4,30.2,4.1,0.0,0.0,0.4,16.5,188.516
vanilla pudding,195,5.7,33.9,2.2,25.5,0.0,0.3,1.5,115.796
profeel proteiinirahka valio,140,0.4,19.3,175.0,0.2,0.0,0.0,0.0,194.7
cottage cheese creamed,20,0.9,0.7,2.2,0.5,0.0,0.095,3.4,20.576
zaziki milfina,51,4.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4
cottage cheese low fat,163,2.3,6.1,28.0,6.1,0.0,0.9,9.0,174.683
cottage cheese nonfat,104,0.4,9.7,15.0,2.7,0.0,0.5,10.2,150.072
vanilla yogurt low fat,208,3.1,33.8,12.1,33.8,0.0,0.2,12.3,470.265
classique yogurt plain 2 liberte,30,1.2,1.7,3.3,1.7,0.0,0.0,0.017,6.2
yoplait light strawberry yogurt yoplait,79,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.061
vanilla yogurt,145,2.1,23.5,8.4,23.5,0.0,0.1,8.5,326.243
chocolate yogurt,168,0.0,35.3,5.3,22.5,1.8,0.2,1.5,175.0
yogurt parfait,125,1.5,23.6,5.0,17.4,1.6,0.048,4.5,210.272
yogurt,92,4.9,7.0,5.2,7.0,0.0,0.005,19.5,199.51
chocolate frozen yogurt,221,6.3,37.6,5.2,33.5,4.0,0.1,22.6,227.929
frozen yogurt,221,6.3,37.6,5.2,34.7,0.0,0.1,22.6,225.163
yogurt low fat,154,3.8,17.2,12.9,17.2,0.0,0.2,14.7,484.517
vanilla yoghurt oikos,120,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8
fruit yogurt,149,1.7,28.0,6.0,28.0,0.0,0.013,7.5,243.671
danone low fat alsafi,88,1.7,0.089,0.0,255.0,0.0,0.0,0.0,1.743
fruit n yogurt parfait mcdonalds,156,1.9,30.9,4.1,19.1,1.5,0.065,7.5,187.9
triple zero greek yogurt dannon oikos,120,0.0,22.5,0.038,6.0,0.0,0.0,0.0,22.598
greek yogurt,100,0.7,6.1,17.3,5.5,0.0,0.081,8.5,211.251
chocolate rasberry protein mini proteinfx,102,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9
gushers fruit gushers,360,6.0,0.2,0.0,0.0,0.0,0.0,0.0,6.2
egg fried,90,6.8,0.4,6.3,0.2,0.0,0.043,184.5,42.904
glucerna abbott,1010,35.6,120.9,0.0,49.8,12.8,0.0,0.0,169.3
sports drink,26,0.0,7.2,0.0,0.0,0.0,0.073,0.0,22.4
peanut butter cookie protein syntha 6,200,6.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0
hanfprotein pulver rohkostqualitat veganz,107,3.1,14.2,0.0,0.057,0.0,0.0,0.0,17.3
smoothie high protein creamy chocolate slimfast,110,3.5,2.1,12.0,1.0,0.0,0.2,5.0,62.6
egg large,138,9.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3
boysenberries frozen,66,0.3,16.1,1.5,9.1,7.0,0.064,0.0,65.7
malt beverage,88,0.3,19.1,0.5,19.1,0.0,0.02,0.0,37.8
chocolate powder for milk,88,0.5,19.9,1.0,18.0,1.0,0.012,0.0,128.5
vegetable fruit juice,9,0.017,2.2,0.071,0.6,0.0,0.043,0.0,12.912
cocoa powder unsweetened,12,0.7,3.1,1.1,0.087,1.8,0.062,0.0,14.3
coconut milk,35,3.6,0.8,0.3,0.5,0.3,0.001,0.0,8.0
cocoa powder,28,0.3,5.9,0.5,4.6,0.3,0.034,0.0,16.393
rice drink,113,2.3,22.0,0.7,12.7,0.7,0.058,0.0,25.883
coconut water,46,0.5,8.9,1.7,6.3,2.6,0.3,0.0,77.8
caramel med iced coffee dunkin donuts,268,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
instant coffee with water decaffeinated,4,0.0,0.8,0.2,0.0,0.0,0.093,0.0,8.247
instant coffee powder,353,0.5,75.4,12.2,0.0,0.0,0.051,0.0,233.5
instant coffee powder decaffeinated,6,0.069,1.4,0.2,0.0,0.0,0.09,0.0,4.121
instant cappuccino powder,53,0.7,11.2,0.4,9.0,0.2,0.074,0.3,29.908
coffee decaffeinated,0,0.0,0.0,0.2,0.0,0.0,0.058,0.0,5.0
espresso decaffeinated,3,0.011,0.5,0.065,0.0,0.0,0.011,0.0,1.391
instant coffee with water,4,0.0,0.6,0.2,0.0,0.0,0.015,0.0,8.027
coffee,2,0.069,0.0,0.3,0.0,0.0,0.075,0.0,5.09
espresso,3,0.086,0.5,0.021,0.0,0.0,0.083,0.0,1.263
whey protein powder vanilla eas,108,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7
energy drink sugar free red bull,13,0.2,1.8,0.6,0.0,0.0,0.008,0.0,35.19
powerade coca cola,9,0.009,2.3,0.0,1.8,0.0,0.005,0.0,2.671
amp energy pepsi,110,0.2,29.0,0.6,29.0,0.0,0.093,0.0,61.067
gatorade g2 pepsi,2,0.052,0.6,0.069,0.4,0.0,0.011,0.0,0.69
amp energy sugar free pepsi,5,0.0,2.5,0.0,0.0,0.0,0.093,0.0,2.5
energy drink red bull,111,0.0,26.4,1.2,26.4,0.0,0.1,0.0,33.224
powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.393
full throttle coca cola,110,0.2,29.0,0.6,29.0,0.0,0.071,0.0,61.049
passion fruit juice purple,148,0.4,35.7,1.7,35.2,0.5,0.084,0.0,94.1
pomegranate juice,134,0.7,32.7,0.4,31.5,0.2,0.089,0.0,61.8
cranberry apricot juice,157,0.0,39.7,0.5,0.0,0.2,0.007,0.0,62.9
pineapple juice,133,0.3,32.2,0.9,25.0,0.5,0.075,0.0,34.477
passion fruit juice yellow,126,0.1,33.6,1.0,33.1,0.5,0.003,0.0,119.3
orange apricot juice,128,0.3,31.8,0.8,30.2,0.3,0.096,0.0,96.0
tangerine juice,106,0.5,24.9,1.2,24.5,0.5,0.022,0.0,27.29
orange juice,90,0.4,20.8,1.4,16.8,0.4,0.067,0.0,23.177
grapefruit juice,96,0.2,22.7,1.2,0.0,0.0,0.061,0.0,24.254
pineapple grapefruit juice,118,0.3,29.0,0.5,28.8,0.3,0.054,0.0,163.4
tamarind nectar,143,0.3,37.0,0.2,31.9,1.3,0.046,0.0,83.6
apple juice,114,0.3,28.0,0.2,23.9,0.5,0.038,0.0,29.087
limeade,128,0.0,34.1,0.0,32.8,0.0,0.071,0.0,46.7
guava nectar,158,0.2,40.8,0.2,32.5,2.5,0.063,0.0,43.83
orange grapefruit juice,106,0.2,25.4,1.5,25.1,0.2,0.082,0.0,120.1
orange juice sainsburys,14,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.049
cranberry apple juice,154,0.3,38.8,0.0,35.5,0.0,0.061,0.0,143.5
pineapple orange juice,125,0.0,29.5,3.3,29.0,0.3,0.069,0.0,102.6
pear nectar,150,0.062,39.4,0.3,0.0,1.5,0.056,0.0,41.466
blackberry juice,95,1.5,19.5,0.8,19.3,0.3,0.072,0.0,81.6
lemon juice,54,0.6,16.6,0.9,6.1,0.7,0.046,0.0,18.9
cranberry grape juice,137,0.2,34.3,0.5,0.0,0.2,0.079,0.0,133.2
citrus fruit juice,114,0.057,28.3,0.8,20.2,0.2,0.051,0.0,121.7
prune juice,182,0.006,44.7,1.6,42.1,2.6,0.1,0.0,93.105
guanabana nectar,148,0.4,37.5,0.3,32.8,0.3,0.061,0.0,84.9
fruit juice,108,0.1,26.3,0.3,24.2,0.2,0.1,0.0,26.937
horchata,15,0.2,3.3,0.1,2.6,0.0,0.013,0.0,8.717
fruit punch,98,0.4,24.4,0.2,0.0,0.0,0.08,0.0,53.1
apricot nectar,139,0.2,35.7,0.9,34.2,1.5,0.025,0.0,58.1
orangensaft ja,86,0.0,1.4,0.0,0.024,0.0,0.0,0.0,1.4
fruchtcocktail granini,102,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.4
peach nectar,125,1.3,29.7,0.5,27.8,0.2,0.077,0.0,31.949
orange pineapple juice,15,0.08,3.6,0.1,3.1,0.032,0.044,0.0,18.261
cranberry juice,92,0.3,24.4,0.8,24.2,0.2,0.093,0.0,25.975
white grapefruit juice,96,0.2,22.7,1.2,22.5,0.2,0.018,0.0,140.9
mango nectar,128,0.2,32.9,0.3,31.2,0.8,0.061,0.0,34.447
acerola cherry juice,56,0.7,11.6,1.0,10.9,0.7,0.082,0.0,3911.4
apple juice concentrate,350,0.8,86.5,1.1,81.9,0.8,0.049,0.0,137.7
papaya nectar,143,0.4,36.3,0.4,34.8,1.5,0.082,0.0,38.657
apple juice martinellis,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime juice,61,0.2,20.4,1.0,4.1,1.0,0.014,0.0,129.3
grape juice,152,0.3,37.4,0.9,35.9,0.5,0.003,0.0,67.8
water dannon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9
tap water,0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,7.1
